"y","m1","m2","m3","m4","x1","x2","u","v"
NA,NA,NA,NA,NA,1,0.253557743038982,-1,-1
NA,NA,NA,NA,NA,1,0.31384662585333,-0.98,-1
NA,NA,NA,NA,NA,1,-0.00678389426320791,-0.96,-1
NA,NA,NA,NA,NA,1,0.308290907181799,-0.94,-1
NA,NA,NA,NA,NA,1,0.050042272079736,-0.92,-1
NA,NA,NA,NA,NA,1,0.714203109033406,-0.9,-1
NA,NA,NA,NA,NA,1,-0.666604482103139,-0.88,-1
NA,NA,NA,NA,NA,1,0.665833923965693,-0.86,-1
NA,NA,NA,NA,NA,1,0.49086132645607,-0.84,-1
NA,NA,NA,NA,NA,1,-0.494886695407331,-0.82,-1
NA,NA,NA,NA,NA,1,-0.138068802189082,-0.8,-1
NA,NA,NA,NA,NA,1,0.0313536059111357,-0.78,-1
NA,NA,NA,NA,NA,1,0.887345459312201,-0.76,-1
NA,NA,NA,NA,NA,1,-0.666099892929196,-0.74,-1
NA,NA,NA,NA,NA,1,-0.267360732890666,-0.72,-1
NA,NA,NA,NA,NA,1,-0.949259335640818,-0.7,-1
NA,NA,NA,NA,NA,1,0.917624566238374,-0.68,-1
NA,NA,NA,NA,NA,1,-0.410834588110447,-0.66,-1
NA,NA,NA,NA,NA,1,-0.113331292290241,-0.64,-1
NA,NA,NA,NA,NA,1,0.632283806800842,-0.62,-1
NA,NA,NA,NA,NA,1,-0.645940378308296,-0.6,-1
NA,NA,NA,NA,NA,1,-0.735156033188105,-0.58,-1
NA,NA,NA,NA,NA,1,0.197506315074861,-0.56,-1
NA,NA,NA,NA,NA,1,-0.379807146731764,-0.54,-1
NA,NA,NA,NA,NA,1,0.891288243699819,-0.52,-1
NA,NA,NA,NA,NA,1,0.673937231302261,-0.5,-1
NA,NA,NA,NA,NA,1,0.150164754595608,-0.48,-1
NA,NA,NA,NA,NA,1,0.564799884334207,-0.46,-1
NA,NA,NA,NA,NA,1,-0.570959202479571,-0.44,-1
NA,NA,NA,NA,NA,1,-0.0222218353301287,-0.42,-1
NA,NA,NA,NA,NA,1,-0.283575717359781,-0.4,-1
NA,NA,NA,NA,NA,1,-0.744304590858519,-0.38,-1
NA,NA,NA,NA,NA,1,0.259571353904903,-0.36,-1
NA,NA,NA,NA,NA,1,-0.817702695261687,-0.34,-1
NA,NA,NA,NA,NA,1,0.118928352836519,-0.32,-1
NA,NA,NA,NA,NA,1,-0.363508452195674,-0.3,-1
NA,NA,NA,NA,NA,1,0.739975994452834,-0.28,-1
NA,NA,NA,NA,NA,1,-0.468549835029989,-0.26,-1
NA,NA,NA,NA,NA,1,-0.477718006819487,-0.24,-1
NA,NA,NA,NA,NA,1,-0.570327335968614,-0.22,-1
NA,NA,NA,NA,NA,1,-0.0145714920945466,-0.2,-1
NA,NA,NA,NA,NA,1,-0.573410430457443,-0.18,-1
NA,NA,NA,NA,NA,1,-0.527203697711229,-0.16,-1
NA,NA,NA,NA,NA,1,-0.186646940652281,-0.14,-1
NA,NA,NA,NA,NA,1,0.997846758924425,-0.12,-1
NA,NA,NA,NA,NA,1,-0.597402193583548,-0.1,-1
NA,NA,NA,NA,NA,1,0.194723894819617,-0.08,-1
NA,NA,NA,NA,NA,1,0.0697082006372511,-0.0599999999999999,-1
NA,NA,NA,NA,NA,1,-0.694134086836129,-0.04,-1
NA,NA,NA,NA,NA,1,-0.224644806236029,-0.02,-1
NA,NA,NA,NA,NA,1,-0.923110682982951,0,-1
NA,NA,NA,NA,NA,1,0.594124403782189,0.02,-1
NA,NA,NA,NA,NA,1,0.844224480912089,0.04,-1
NA,NA,NA,NA,NA,1,0.803487883415073,0.0600000000000001,-1
NA,NA,NA,NA,NA,1,0.764730011578649,0.0800000000000001,-1
NA,NA,NA,NA,NA,1,-0.15121933305636,0.1,-1
NA,NA,NA,NA,NA,1,-0.57172563765198,0.12,-1
NA,NA,NA,NA,NA,1,-0.583114231470972,0.14,-1
NA,NA,NA,NA,NA,1,0.28256514435634,0.16,-1
NA,NA,NA,NA,NA,1,-0.727415446192026,0.18,-1
NA,NA,NA,NA,NA,1,-0.0718089072033763,0.2,-1
NA,NA,NA,NA,NA,1,-0.964006318710744,0.22,-1
NA,NA,NA,NA,NA,1,-0.378241043072194,0.24,-1
NA,NA,NA,NA,NA,1,0.487532097380608,0.26,-1
NA,NA,NA,NA,NA,1,-0.625734721776098,0.28,-1
NA,NA,NA,NA,NA,1,0.919460733421147,0.3,-1
NA,NA,NA,NA,NA,1,0.607570412568748,0.32,-1
NA,NA,NA,NA,NA,1,0.583129120990634,0.34,-1
NA,NA,NA,NA,NA,1,-0.670272102579474,0.36,-1
NA,NA,NA,NA,NA,1,0.594775448553264,0.38,-1
NA,NA,NA,NA,NA,1,-0.706104206852615,0.4,-1
NA,NA,NA,NA,NA,1,-0.0248661171644926,0.42,-1
NA,NA,NA,NA,NA,1,0.0396536192856729,0.44,-1
NA,NA,NA,NA,NA,1,0.670257103163749,0.46,-1
NA,NA,NA,NA,NA,1,-0.357493467163295,0.48,-1
NA,NA,NA,NA,NA,1,-0.866198874544352,0.5,-1
NA,NA,NA,NA,NA,1,0.93326680874452,0.52,-1
NA,NA,NA,NA,NA,1,0.739454549271613,0.54,-1
NA,NA,NA,NA,NA,1,0.0182702243328094,0.56,-1
NA,NA,NA,NA,NA,1,0.311080541927367,0.58,-1
NA,NA,NA,NA,NA,1,0.439994616433978,0.6,-1
NA,NA,NA,NA,NA,1,-0.47520694648847,0.62,-1
NA,NA,NA,NA,NA,1,0.905132739339024,0.64,-1
NA,NA,NA,NA,NA,1,-0.34693762473762,0.66,-1
NA,NA,NA,NA,NA,1,0.852086019702256,0.68,-1
NA,NA,NA,NA,NA,1,-0.922616117168218,0.7,-1
NA,NA,NA,NA,NA,1,-0.402390010189265,0.72,-1
NA,NA,NA,NA,NA,1,0.620729316957295,0.74,-1
NA,NA,NA,NA,NA,1,-0.846467996016145,0.76,-1
NA,NA,NA,NA,NA,1,0.283292134758085,0.78,-1
NA,NA,NA,NA,NA,1,-0.251297930255532,0.8,-1
NA,NA,NA,NA,NA,1,-0.405589084140956,0.82,-1
NA,NA,NA,NA,NA,1,0.784136061090976,0.84,-1
NA,NA,NA,NA,NA,1,0.324815503787249,0.86,-1
NA,NA,NA,NA,NA,1,-0.984838229138404,0.88,-1
NA,NA,NA,NA,NA,1,-0.519244006834924,0.9,-1
NA,NA,NA,NA,NA,1,0.844222228508443,0.92,-1
NA,NA,NA,NA,NA,1,-0.843601786997169,0.94,-1
NA,NA,NA,NA,NA,1,0.304295834619552,0.96,-1
NA,NA,NA,NA,NA,1,0.705299748573452,0.98,-1
NA,NA,NA,NA,NA,1,-0.147992857731879,1,-1
NA,NA,NA,NA,NA,1,-0.216186084318906,1.02,-1
NA,NA,NA,NA,NA,1,0.139478900935501,1.04,-1
NA,NA,NA,NA,NA,1,-0.756747820414603,1.06,-1
NA,NA,NA,NA,NA,1,-0.950775051023811,1.08,-1
NA,NA,NA,NA,NA,1,0.0736346361227334,1.1,-1
NA,NA,NA,NA,NA,1,-0.553108812775463,1.12,-1
NA,NA,NA,NA,NA,1,0.321734129916877,1.14,-1
NA,NA,NA,NA,NA,1,0.93121293047443,1.16,-1
NA,NA,NA,NA,NA,1,0.332083628512919,1.18,-1
NA,NA,NA,NA,NA,1,-0.094569621142,1.2,-1
NA,NA,NA,NA,NA,1,0.626965197734535,1.22,-1
NA,NA,NA,NA,NA,1,-0.790433156304061,1.24,-1
NA,NA,NA,NA,NA,1,-0.274146562907845,1.26,-1
NA,NA,NA,NA,NA,1,-0.524538055062294,1.28,-1
NA,NA,NA,NA,NA,1,-0.314840607810766,1.3,-1
NA,NA,NA,NA,NA,1,-0.523451848886907,1.32,-1
NA,NA,NA,NA,NA,1,0.418243338819593,1.34,-1
NA,NA,NA,NA,NA,1,0.517647237051278,1.36,-1
NA,NA,NA,NA,NA,1,-0.659071922302246,1.38,-1
NA,NA,NA,NA,NA,1,0.518951916601509,1.4,-1
NA,NA,NA,NA,NA,1,-0.412997024599463,1.42,-1
NA,NA,NA,NA,NA,1,-0.343154281843454,1.44,-1
NA,NA,NA,NA,NA,1,-0.689152791630477,1.46,-1
NA,NA,NA,NA,NA,1,-0.80168501008302,1.48,-1
NA,NA,NA,NA,NA,1,-0.494539787527174,1.5,-1
NA,NA,NA,NA,NA,1,0.815811986569315,1.52,-1
NA,NA,NA,NA,NA,1,-0.63664539065212,1.54,-1
NA,NA,NA,NA,NA,1,-0.358756829053164,1.56,-1
NA,NA,NA,NA,NA,1,0.840524348430336,1.58,-1
NA,NA,NA,NA,NA,1,0.537488899193704,1.6,-1
NA,NA,NA,NA,NA,1,0.224272550549358,1.62,-1
NA,NA,NA,NA,NA,1,0.370132008567452,1.64,-1
NA,NA,NA,NA,NA,1,-0.624457044992596,1.66,-1
NA,NA,NA,NA,NA,1,-0.652275819797069,1.68,-1
NA,NA,NA,NA,NA,1,-0.895411777310073,1.7,-1
NA,NA,NA,NA,NA,1,-0.312166850548238,1.72,-1
NA,NA,NA,NA,NA,1,-0.703364447224885,1.74,-1
NA,NA,NA,NA,NA,1,0.113740313798189,1.76,-1
NA,NA,NA,NA,NA,1,0.3131013517268,1.78,-1
NA,NA,NA,NA,NA,1,-0.330689224414527,1.8,-1
NA,NA,NA,NA,NA,1,-0.753028696402907,1.82,-1
NA,NA,NA,NA,NA,1,-0.267851413227618,1.84,-1
NA,NA,NA,NA,NA,1,-0.391994844656438,1.86,-1
NA,NA,NA,NA,NA,1,0.180635370314121,1.88,-1
NA,NA,NA,NA,NA,1,-0.880245301406831,1.9,-1
NA,NA,NA,NA,NA,1,0.919753299560398,1.92,-1
NA,NA,NA,NA,NA,1,-0.231555313337594,1.94,-1
NA,NA,NA,NA,NA,1,0.673226153012365,1.96,-1
NA,NA,NA,NA,NA,1,-0.958998928312212,1.98,-1
NA,NA,NA,NA,NA,1,0.117049647495151,2,-1
NA,NA,NA,NA,NA,1,0.833912167232484,2.02,-1
NA,NA,NA,NA,NA,1,0.0690697710961103,2.04,-1
NA,NA,NA,NA,NA,1,0.897696176543832,2.06,-1
NA,NA,NA,NA,NA,1,0.8425262439996,2.08,-1
NA,NA,NA,NA,NA,1,0.314992176834494,2.1,-1
NA,NA,NA,NA,NA,1,0.431038206443191,2.12,-1
NA,NA,NA,NA,NA,1,0.591000992339104,2.14,-1
NA,NA,NA,NA,NA,1,-0.850395638495684,2.16,-1
NA,NA,NA,NA,NA,1,-0.00531970337033272,2.18,-1
NA,NA,NA,NA,NA,1,-0.368182021658868,2.2,-1
NA,NA,NA,NA,NA,1,0.580978750251234,2.22,-1
NA,NA,NA,NA,NA,1,0.589982498437166,2.24,-1
NA,NA,NA,NA,NA,1,0.165326187387109,2.26,-1
NA,NA,NA,NA,NA,1,0.952991452999413,2.28,-1
NA,NA,NA,NA,NA,1,-0.939848085865378,2.3,-1
NA,NA,NA,NA,NA,1,0.255443141330034,2.32,-1
NA,NA,NA,NA,NA,1,-0.0646979571320117,2.34,-1
NA,NA,NA,NA,NA,1,0.542687050066888,2.36,-1
NA,NA,NA,NA,NA,1,0.05546317063272,2.38,-1
NA,NA,NA,NA,NA,1,0.258959365542978,2.4,-1
NA,NA,NA,NA,NA,1,-0.543295472394675,2.42,-1
NA,NA,NA,NA,NA,1,0.345749548636377,2.44,-1
NA,NA,NA,NA,NA,1,-0.16091993637383,2.46,-1
NA,NA,NA,NA,NA,1,-0.334387579001486,2.48,-1
NA,NA,NA,NA,NA,1,0.342553909868002,2.5,-1
NA,NA,NA,NA,NA,1,0.745247453451157,2.52,-1
NA,NA,NA,NA,NA,1,0.966148199047893,2.54,-1
NA,NA,NA,NA,NA,1,-0.0226003350690007,2.56,-1
NA,NA,NA,NA,NA,1,0.204861078877002,2.58,-1
NA,NA,NA,NA,NA,1,-0.667852736078203,2.6,-1
NA,NA,NA,NA,NA,1,0.590624858625233,2.62,-1
NA,NA,NA,NA,NA,1,0.592375515028834,2.64,-1
NA,NA,NA,NA,NA,1,-0.904549384489655,2.66,-1
NA,NA,NA,NA,NA,1,-0.601906395051628,2.68,-1
NA,NA,NA,NA,NA,1,0.507773792836815,2.7,-1
NA,NA,NA,NA,NA,1,-0.450471300631762,2.72,-1
NA,NA,NA,NA,NA,1,0.928753241896629,2.74,-1
NA,NA,NA,NA,NA,1,-0.781329335644841,2.76,-1
NA,NA,NA,NA,NA,1,-0.988574049435556,2.78,-1
NA,NA,NA,NA,NA,1,-0.81663215206936,2.8,-1
NA,NA,NA,NA,NA,1,-0.460761422291398,2.82,-1
NA,NA,NA,NA,NA,1,0.290909813717008,2.84,-1
NA,NA,NA,NA,NA,1,0.307959094643593,2.86,-1
NA,NA,NA,NA,NA,1,0.474540746305138,2.88,-1
NA,NA,NA,NA,NA,1,-0.700129240285605,2.9,-1
NA,NA,NA,NA,NA,1,-0.385643250774592,2.92,-1
NA,NA,NA,NA,NA,1,-0.911999015603215,2.94,-1
NA,NA,NA,NA,NA,1,0.382755033671856,2.96,-1
NA,NA,NA,NA,NA,1,0.942599849309772,2.98,-1
NA,NA,NA,NA,NA,1,0.534140276256949,3,-1
NA,NA,NA,NA,NA,1,0.997742414940149,3.02,-1
NA,NA,NA,NA,NA,1,-0.439794404432178,3.04,-1
NA,NA,NA,NA,NA,1,-0.242065403610468,3.06,-1
NA,NA,NA,NA,NA,1,0.571330655831844,3.08,-1
NA,NA,NA,NA,NA,1,-0.0572206540964544,3.1,-1
NA,NA,NA,NA,NA,1,0.689585892483592,3.12,-1
NA,NA,NA,NA,NA,1,-0.554410712327808,3.14,-1
NA,NA,NA,NA,NA,1,-0.807265434414148,3.16,-1
NA,NA,NA,NA,NA,1,-0.529445845168084,3.18,-1
NA,NA,NA,NA,NA,1,0.815970386844128,3.2,-1
NA,NA,NA,NA,NA,1,-0.777598057873547,3.22,-1
NA,NA,NA,NA,NA,1,0.65289662592113,3.24,-1
NA,NA,NA,NA,NA,1,-0.969483945053071,3.26,-1
NA,NA,NA,NA,NA,1,-0.169779183343053,3.28,-1
NA,NA,NA,NA,NA,1,-0.643161864485592,3.3,-1
NA,NA,NA,NA,NA,1,0.664310927968472,3.32,-1
NA,NA,NA,NA,NA,1,0.605965462978929,3.34,-1
NA,NA,NA,NA,NA,1,-0.858972216490656,3.36,-1
NA,NA,NA,NA,NA,1,0.179301509167999,3.38,-1
NA,NA,NA,NA,NA,1,-0.685781255830079,3.4,-1
NA,NA,NA,NA,NA,1,-0.740051319822669,3.42,-1
NA,NA,NA,NA,NA,1,0.722610220778733,3.44,-1
NA,NA,NA,NA,NA,1,0.0245720380917192,3.46,-1
NA,NA,NA,NA,NA,1,0.811957679223269,3.48,-1
NA,NA,NA,NA,NA,1,-0.765282871667296,3.5,-1
NA,NA,NA,NA,NA,1,-0.804869493935257,-1,-0.98
NA,NA,NA,NA,NA,1,-0.220451715867966,-0.98,-0.98
NA,NA,NA,NA,NA,1,-0.228254735004157,-0.96,-0.98
NA,NA,NA,NA,NA,1,0.053576351609081,-0.94,-0.98
NA,NA,NA,NA,NA,1,0.581886237021536,-0.92,-0.98
NA,NA,NA,NA,NA,1,0.666753257624805,-0.9,-0.98
NA,NA,NA,NA,NA,1,-0.265249687246978,-0.88,-0.98
NA,NA,NA,NA,NA,1,-0.415636909194291,-0.86,-0.98
NA,NA,NA,NA,NA,1,-0.903915558941662,-0.84,-0.98
NA,NA,NA,NA,NA,1,0.543533860705793,-0.82,-0.98
NA,NA,NA,NA,NA,1,-0.112874531187117,-0.8,-0.98
NA,NA,NA,NA,NA,1,0.582070913631469,-0.78,-0.98
NA,NA,NA,NA,NA,1,-0.767219419591129,-0.76,-0.98
NA,NA,NA,NA,NA,1,0.542664004489779,-0.74,-0.98
NA,NA,NA,NA,NA,1,0.846628090366721,-0.72,-0.98
NA,NA,NA,NA,NA,1,-0.0248345569707453,-0.7,-0.98
NA,NA,NA,NA,NA,1,-0.958916052710265,-0.68,-0.98
NA,NA,NA,NA,NA,1,0.978901813738048,-0.66,-0.98
NA,NA,NA,NA,NA,1,0.609649955760688,-0.64,-0.98
NA,NA,NA,NA,NA,1,-0.328027506358922,-0.62,-0.98
NA,NA,NA,NA,NA,1,-0.490980916656554,-0.6,-0.98
NA,NA,NA,NA,NA,1,-0.555134268011898,-0.58,-0.98
NA,NA,NA,NA,NA,1,-0.325390910729766,-0.56,-0.98
NA,NA,NA,NA,NA,1,0.354066238738596,-0.54,-0.98
NA,NA,NA,NA,NA,1,0.81769729917869,-0.52,-0.98
NA,NA,NA,NA,NA,1,-0.875687073916197,-0.5,-0.98
NA,NA,NA,NA,NA,1,0.959031975828111,-0.48,-0.98
NA,NA,NA,NA,NA,1,-0.705280448775738,-0.46,-0.98
NA,NA,NA,NA,NA,1,0.857514482457191,-0.44,-0.98
NA,NA,NA,NA,NA,1,0.0771585190668702,-0.42,-0.98
NA,NA,NA,NA,NA,1,-0.124174451921135,-0.4,-0.98
NA,NA,NA,NA,NA,1,0.774101604707539,-0.38,-0.98
NA,NA,NA,NA,NA,1,0.857670302502811,-0.36,-0.98
NA,NA,NA,NA,NA,1,-0.18461352493614,-0.34,-0.98
NA,NA,NA,NA,NA,1,0.64024150557816,-0.32,-0.98
NA,NA,NA,NA,NA,1,-0.696895815897733,-0.3,-0.98
NA,NA,NA,NA,NA,1,-0.388570824638009,-0.28,-0.98
NA,NA,NA,NA,NA,1,0.0390675030648708,-0.26,-0.98
NA,NA,NA,NA,NA,1,-0.435707851313055,-0.24,-0.98
NA,NA,NA,NA,NA,1,-0.607129198499024,-0.22,-0.98
NA,NA,NA,NA,NA,1,-0.274966714903712,-0.2,-0.98
NA,NA,NA,NA,NA,1,0.0348324896767735,-0.18,-0.98
NA,NA,NA,NA,NA,1,0.853984139859676,-0.16,-0.98
NA,NA,NA,NA,NA,1,-0.178865339141339,-0.14,-0.98
NA,NA,NA,NA,NA,1,-0.298790265806019,-0.12,-0.98
NA,NA,NA,NA,NA,1,-0.251704960130155,-0.1,-0.98
NA,NA,NA,NA,NA,1,-0.336347279138863,-0.08,-0.98
NA,NA,NA,NA,NA,1,-0.784964034799486,-0.0599999999999999,-0.98
NA,NA,NA,NA,NA,1,0.885934878140688,-0.04,-0.98
NA,NA,NA,NA,NA,1,0.259791511576623,-0.02,-0.98
NA,NA,NA,NA,NA,1,0.381924921646714,0,-0.98
NA,NA,NA,NA,NA,1,-0.339553483761847,0.02,-0.98
NA,NA,NA,NA,NA,1,0.501913901418447,0.04,-0.98
NA,NA,NA,NA,NA,1,0.399048001971096,0.0600000000000001,-0.98
NA,NA,NA,NA,NA,1,0.00883256737142801,0.0800000000000001,-0.98
NA,NA,NA,NA,NA,1,0.0903628445230424,0.1,-0.98
NA,NA,NA,NA,NA,1,-0.242848882917315,0.12,-0.98
NA,NA,NA,NA,NA,1,-0.852529623080045,0.14,-0.98
NA,NA,NA,NA,NA,1,0.164661115035415,0.16,-0.98
NA,NA,NA,NA,NA,1,0.146193813998252,0.18,-0.98
NA,NA,NA,NA,NA,1,-0.393118538893759,0.2,-0.98
NA,NA,NA,NA,NA,1,0.232332221232355,0.22,-0.98
NA,NA,NA,NA,NA,1,-0.535585807170719,0.24,-0.98
NA,NA,NA,NA,NA,1,0.853741483297199,0.26,-0.98
NA,NA,NA,NA,NA,1,-0.0657108500599861,0.28,-0.98
NA,NA,NA,NA,NA,1,0.801133453845978,0.3,-0.98
NA,NA,NA,NA,NA,1,0.243464533239603,0.32,-0.98
NA,NA,NA,NA,NA,1,-0.00785452034324408,0.34,-0.98
NA,NA,NA,NA,NA,1,0.339191525243223,0.36,-0.98
NA,NA,NA,NA,NA,1,-0.672057735733688,0.38,-0.98
NA,NA,NA,NA,NA,1,0.869314463809133,0.4,-0.98
NA,NA,NA,NA,NA,1,-0.0384539626538754,0.42,-0.98
NA,NA,NA,NA,NA,1,-0.285941592883319,0.44,-0.98
NA,NA,NA,NA,NA,1,-0.957453777547926,0.46,-0.98
NA,NA,NA,NA,NA,1,0.782618933357298,0.48,-0.98
NA,NA,NA,NA,NA,1,0.544775729533285,0.5,-0.98
NA,NA,NA,NA,NA,1,0.194678124040365,0.52,-0.98
NA,NA,NA,NA,NA,1,-0.963251539506018,0.54,-0.98
NA,NA,NA,NA,NA,1,0.510589137207717,0.56,-0.98
NA,NA,NA,NA,NA,1,0.246470181737095,0.58,-0.98
NA,NA,NA,NA,NA,1,-0.592609468847513,0.6,-0.98
NA,NA,NA,NA,NA,1,0.472896292805672,0.62,-0.98
NA,NA,NA,NA,NA,1,0.183860214427114,0.64,-0.98
NA,NA,NA,NA,NA,1,0.533933353610337,0.66,-0.98
NA,NA,NA,NA,NA,1,0.0967421298846602,0.68,-0.98
NA,NA,NA,NA,NA,1,0.266188470181078,0.7,-0.98
NA,NA,NA,NA,NA,1,-0.266800294630229,0.72,-0.98
NA,NA,NA,NA,NA,1,-0.559752269182354,0.74,-0.98
NA,NA,NA,NA,NA,1,0.688065825030208,0.76,-0.98
NA,NA,NA,NA,NA,1,-0.0855883047915995,0.78,-0.98
NA,NA,NA,NA,NA,1,0.272877312265337,0.8,-0.98
NA,NA,NA,NA,NA,1,-0.0442589027807117,0.82,-0.98
NA,NA,NA,NA,NA,1,-0.32653612177819,0.84,-0.98
NA,NA,NA,NA,NA,1,0.635536181740463,0.86,-0.98
NA,NA,NA,NA,NA,1,-0.704673622269183,0.88,-0.98
NA,NA,NA,NA,NA,1,-0.0285712750628591,0.9,-0.98
NA,NA,NA,NA,NA,1,0.00167201738804579,0.92,-0.98
NA,NA,NA,NA,NA,1,0.981773079372942,0.94,-0.98
NA,NA,NA,NA,NA,1,0.957016045693308,0.96,-0.98
NA,NA,NA,NA,NA,1,0.936674159020185,0.98,-0.98
NA,NA,NA,NA,NA,1,0.808840937446803,1,-0.98
NA,NA,NA,NA,NA,1,-0.985783040523529,1.02,-0.98
NA,NA,NA,NA,NA,1,-0.100616331212223,1.04,-0.98
NA,NA,NA,NA,NA,1,-0.319651854224503,1.06,-0.98
NA,NA,NA,NA,NA,1,-0.544817754067481,1.08,-0.98
NA,NA,NA,NA,NA,1,0.353824095334858,1.1,-0.98
NA,NA,NA,NA,NA,1,0.276033204048872,1.12,-0.98
NA,NA,NA,NA,NA,1,0.482748253736645,1.14,-0.98
NA,NA,NA,NA,NA,1,0.0605149832554162,1.16,-0.98
NA,NA,NA,NA,NA,1,0.0459132501855493,1.18,-0.98
NA,NA,NA,NA,NA,1,0.843687627464533,1.2,-0.98
NA,NA,NA,NA,NA,1,0.0151959746144712,1.22,-0.98
NA,NA,NA,NA,NA,1,0.600763965863734,1.24,-0.98
NA,NA,NA,NA,NA,1,0.65393197350204,1.26,-0.98
NA,NA,NA,NA,NA,1,-0.508212320040911,1.28,-0.98
NA,NA,NA,NA,NA,1,0.0936140948906541,1.3,-0.98
NA,NA,NA,NA,NA,1,-0.825904949568212,1.32,-0.98
NA,NA,NA,NA,NA,1,-0.17228889465332,1.34,-0.98
NA,NA,NA,NA,NA,1,-0.470777369569987,1.36,-0.98
NA,NA,NA,NA,NA,1,-0.160066200885922,1.38,-0.98
NA,NA,NA,NA,NA,1,-0.796424412168562,1.4,-0.98
NA,NA,NA,NA,NA,1,-0.382538899313658,1.42,-0.98
NA,NA,NA,NA,NA,1,0.34812199184671,1.44,-0.98
NA,NA,NA,NA,NA,1,-0.767238188069314,1.46,-0.98
NA,NA,NA,NA,NA,1,-0.924821426626295,1.48,-0.98
NA,NA,NA,NA,NA,1,0.234804282430559,1.5,-0.98
NA,NA,NA,NA,NA,1,-0.290287707466632,1.52,-0.98
NA,NA,NA,NA,NA,1,0.831974531523883,1.54,-0.98
NA,NA,NA,NA,NA,1,0.154047953430563,1.56,-0.98
NA,NA,NA,NA,NA,1,0.888313230592757,1.58,-0.98
NA,NA,NA,NA,NA,1,0.188131146132946,1.6,-0.98
NA,NA,NA,NA,NA,1,-0.925560154952109,1.62,-0.98
NA,NA,NA,NA,NA,1,-0.719993132166564,1.64,-0.98
NA,NA,NA,NA,NA,1,-0.249704325571656,1.66,-0.98
NA,NA,NA,NA,NA,1,0.331537798512727,1.68,-0.98
NA,NA,NA,NA,NA,1,-0.891831705812365,1.7,-0.98
NA,NA,NA,NA,NA,1,0.414460845291615,1.72,-0.98
NA,NA,NA,NA,NA,1,0.313426978420466,1.74,-0.98
NA,NA,NA,NA,NA,1,0.226371820084751,1.76,-0.98
NA,NA,NA,NA,NA,1,-0.4761812845245,1.78,-0.98
NA,NA,NA,NA,NA,1,0.459921246394515,1.8,-0.98
NA,NA,NA,NA,NA,1,-0.675800598226488,1.82,-0.98
NA,NA,NA,NA,NA,1,-0.191021963953972,1.84,-0.98
NA,NA,NA,NA,NA,1,-0.307975532021374,1.86,-0.98
NA,NA,NA,NA,NA,1,0.558132995851338,1.88,-0.98
NA,NA,NA,NA,NA,1,-0.864644152112305,1.9,-0.98
NA,NA,NA,NA,NA,1,0.351834888570011,1.92,-0.98
NA,NA,NA,NA,NA,1,0.788185478653759,1.94,-0.98
NA,NA,NA,NA,NA,1,-0.95504546398297,1.96,-0.98
NA,NA,NA,NA,NA,1,0.0529451039619744,1.98,-0.98
NA,NA,NA,NA,NA,1,-0.632055439986289,2,-0.98
NA,NA,NA,NA,NA,1,-0.897806210443377,2.02,-0.98
NA,NA,NA,NA,NA,1,-0.56865470437333,2.04,-0.98
NA,NA,NA,NA,NA,1,-0.400355793535709,2.06,-0.98
NA,NA,NA,NA,NA,1,-0.739863303024322,2.08,-0.98
NA,NA,NA,NA,NA,1,-0.601596667896956,2.1,-0.98
NA,NA,NA,NA,NA,1,-0.349035256542265,2.12,-0.98
NA,NA,NA,NA,NA,1,-0.419868761207908,2.14,-0.98
NA,NA,NA,NA,NA,1,-0.979977892711759,2.16,-0.98
NA,NA,NA,NA,NA,1,-0.322770212776959,2.18,-0.98
NA,NA,NA,NA,NA,1,0.374766366090626,2.2,-0.98
NA,NA,NA,NA,NA,1,-0.2330965064466,2.22,-0.98
NA,NA,NA,NA,NA,1,0.00404327269643545,2.24,-0.98
